country,n_obs,min_year,max_year,mean_emissions,trend,adf_pvalue,is_stationary,ols_r2,durbin_watson,has_autocorrelation
Switzerland,33,1990,2022,5.577636363636364,decreasing,0.9967435277339747,False,0.9812138036754232,2.1253079527579457,False
Tajikistan,33,1990,2022,0.6357272727272727,decreasing,7.604757974382136e-07,True,0.9814305389933159,1.4890390066995083,True
Tanzania,33,1990,2022,0.15406060606060606,increasing,0.9949356607407063,False,0.9643232329180597,1.049829702713098,True
Thailand,33,1990,2022,3.150212121212121,increasing,0.06022096286549332,False,0.9626992900851937,0.5075407023210629,True
Togo,33,1990,2022,0.27430303030303027,increasing,0.0004912061994990369,True,0.4489903797515671,1.216839163031827,True
Tonga,33,1990,2022,1.0543636363636364,increasing,0.850610517613516,False,0.6650787196170413,1.3814387245461006,True
Tunisia,33,1990,2022,2.2559090909090913,increasing,0.025022973718644384,True,0.9204338933086242,0.9395414064269167,True
Turkmenistan,33,1990,2022,9.329212121212121,increasing,0.7867798529386612,False,0.8941633737647651,1.0518277854806204,True
Uganda,33,1990,2022,0.08363636363636363,increasing,0.930334582968108,False,0.960178667454208,0.8773269251958759,True
Ukraine,33,1990,2022,6.742666666666666,decreasing,0.00033303213495108886,True,0.9639942400715542,1.27345317158407,True
United Arab Emirates,33,1990,2022,25.809939393939395,decreasing,0.6986635577115297,False,0.47151231590734,1.406362105701105,True
United Kingdom,33,1990,2022,8.291151515151515,decreasing,0.9984310202079735,False,0.9874929707954498,1.074551115783114,True
United States,33,1990,2022,18.674636363636363,decreasing,0.9959160697208791,False,0.995266089133722,1.1754440856015083,True
Uruguay,33,1990,2022,1.8425757575757578,increasing,0.14442544097763854,False,0.6026191763967932,0.6189680958564332,True
Uzbekistan,33,1990,2022,4.333121212121212,decreasing,0.9644763645992296,False,0.8917416080164413,0.9979460243251539,True
Zambia,33,1990,2022,0.287060606060606,increasing,0.9951793714188206,False,0.9671460272776218,1.3560788522213825,True
Zimbabwe,33,1990,2022,0.9735757575757575,decreasing,0.46243532074511273,False,0.9329140872129676,1.0908654198096528,True
