metric,value
mean,5.519391379493754e-07
std,0.0001180946928798221
skewness,0.15348243024165223
excess_kurtosis,29.515499958592628
JB_stat,2571594.206105675
JB_p,0.0
ARCH_stat,2119.549620169205
ARCH_p,0.0
Hurst,0.5137038869784555
t_df,1.987736004984343
t_loc,1.3335895227521506e-06
t_scale,6.598591062612918e-05
