ds,y,yhat1,yhat2,yhat3,yhat4,yhat5,ar1,ar2,ar3,ar4,ar5,lagged_regressor_population1,lagged_regressor_population2,lagged_regressor_population3,lagged_regressor_population4,lagged_regressor_population5,lagged_regressor_gdp1,lagged_regressor_gdp2,lagged_regressor_gdp3,lagged_regressor_gdp4,lagged_regressor_gdp5,lagged_regressor_energy_use1,lagged_regressor_energy_use2,lagged_regressor_energy_use3,lagged_regressor_energy_use4,lagged_regressor_energy_use5,lagged_regressor_renewable_pct1,lagged_regressor_renewable_pct2,lagged_regressor_renewable_pct3,lagged_regressor_renewable_pct4,lagged_regressor_renewable_pct5,trend,season_yearly,is_forecast
2005-01-01,20.719,20.144487,20.209341,19.793747,21.217499,19.98703,1.1104143,1.5705615,1.7100047,0.99428034,1.7947729,0.103665836,-0.9752498,-1.2566646,-0.29547614,-1.0073487,-0.7391122,-0.5005023,-0.71850246,1.3238405,-0.7329122,0.16587865,0.025131136,-0.5763472,-0.30439708,-0.07684255,0.053714283,0.6394737,1.1853306,0.049323052,0.5594343,27.483438,-8.033512,False
2006-01-01,20.237,20.008398,20.193409,20.220177,19.333504,19.945995,1.1045513,1.519153,1.8056372,-0.25580046,2.5557497,0.13751511,-0.93927974,-0.95750004,-0.05113277,-1.6541849,-0.9804494,-0.4820423,-0.54745406,0.2290934,-1.203528,0.22004186,0.024204226,-0.4391406,-0.05267656,-0.1261845,0.07125323,0.61588806,0.90314794,0.008535459,0.91865695,27.494913,-8.039428,False
2007-01-01,20.28,19.933807,19.994102,20.023542,19.745308,20.440922,1.0289224,1.5643133,1.7801307,0.44344306,1.8034607,0.11109758,-1.1070389,-1.0183865,0.0186026,-0.5711604,-0.79209876,-0.568137,-0.58226615,-0.083346404,-0.41555667,0.17777039,0.028527198,-0.4670651,0.019164244,-0.04356925,0.05756503,0.7258881,0.96057826,-0.003105283,0.3171958,27.39304,-8.042488,False
2008-01-01,19.409,19.109531,19.720554,19.742107,19.333683,18.973372,0.83211714,1.4575909,1.9243813,0.5814302,1.6609535,0.23042928,-1.1287434,-1.2730983,0.17176373,-1.5133098,-1.6429046,-0.57927585,-0.72789854,-0.769564,-1.1010321,0.36871645,0.029086502,-0.5838842,0.17694958,-0.11543827,0.119396545,0.74011976,1.2008314,-0.028672067,0.8404215,27.244617,-8.042842,False
2009-01-01,17.811,18.9599,18.913433,18.942614,18.856691,18.91684,0.6038887,1.0705613,1.545912,0.58144224,1.5831925,0.18169694,-1.4932814,-1.5528513,0.30936363,-1.4026784,-1.295455,-0.76635826,-0.8878483,-1.3860615,-1.0205406,0.29073843,0.038480252,-0.712188,0.31870386,-0.106999084,0.09414597,0.97914827,1.4647044,-0.051641256,0.77898204,27.118378,-8.033493,False
2010-01-01,18.225,19.01957,18.616787,18.340343,18.020426,18.385199,0.24801323,0.9389869,0.9096566,-0.088111036,1.7376053,0.05431796,-1.577011,-1.4338082,0.33659962,-1.8757463,-0.38727385,-0.8093286,-0.819785,-1.5080887,-1.3647285,0.08691572,0.040637873,-0.657591,0.34676215,-0.14308564,0.028144762,1.03405,1.3524187,-0.056187686,1.0417018,27.028963,-8.039511,False
2011-01-01,17.634,17.440676,18.244226,18.152565,17.490553,17.921455,-0.41230592,0.41782153,1.1564415,-0.14833787,1.5963705,0.26340732,-1.302376,-1.7601147,0.48555383,-2.0701334,-1.8780301,-0.66838485,-1.0063518,-2.1754575,-1.5061578,0.4214855,0.03356083,-0.8072457,0.5002135,-0.15791386,0.13648406,0.8539712,1.6602025,-0.08105222,1.1496552,26.952198,-8.042563,False
2012-01-01,16.812,17.038908,16.850904,16.792639,17.66011,17.52951,-0.8727586,-0.8263194,-0.21205825,-0.026901878,0.9571274,0.28490853,-1.6559976,-1.8855485,0.52254766,-1.9881461,-2.0313284,-0.8498649,-1.0780691,-2.3412035,-1.4465066,0.4558902,0.042673275,-0.8647737,0.5383243,-0.15165971,0.14762488,1.0858417,1.778516,-0.08722751,1.1041234,27.097467,-8.042895,False
2013-01-01,17.099,17.22841,16.672024,15.646463,16.414112,17.291014,-0.96339315,-1.0821673,-2.0746891,-1.9912798,1.1932642,0.25372496,-1.7498715,-1.3691428,0.3072969,-2.492496,-1.8089975,-0.89804137,-0.7828123,-1.3768018,-1.8134544,0.40599257,0.045092303,-0.6279333,0.31657472,-0.19013254,0.13146718,1.147395,1.291424,-0.051296264,1.3842158,27.243137,-8.033519,False
2014-01-01,17.119,16.578545,16.837608,16.98433,16.10293,17.220024,-1.4348322,-1.2908622,-0.9433365,-1.898205,0.5147899,0.35039577,-1.551595,-1.3717676,0.54176354,-2.1736176,-2.4982367,-0.7962851,-0.7843131,-2.4272976,-1.5814493,0.56067824,0.03998293,-0.62913716,0.5581203,-0.16580786,0.181557,1.0173846,1.2938999,-0.09043516,1.2071255,27.458359,-8.039375,False
