ds,y,yhat1,yhat2,yhat3,yhat4,yhat5,ar1,ar2,ar3,ar4,ar5,lagged_regressor_population1,lagged_regressor_population2,lagged_regressor_population3,lagged_regressor_population4,lagged_regressor_population5,lagged_regressor_gdp1,lagged_regressor_gdp2,lagged_regressor_gdp3,lagged_regressor_gdp4,lagged_regressor_gdp5,lagged_regressor_energy_use1,lagged_regressor_energy_use2,lagged_regressor_energy_use3,lagged_regressor_energy_use4,lagged_regressor_energy_use5,lagged_regressor_renewable_pct1,lagged_regressor_renewable_pct2,lagged_regressor_renewable_pct3,lagged_regressor_renewable_pct4,lagged_regressor_renewable_pct5,trend,season_yearly,is_forecast
2018-01-01,4.931,5.023883,5.1432977,4.9269032,5.1742053,4.9520917,-0.5057304,-0.042146593,0.23002397,-0.18442771,-0.19422966,-2.359199,-0.50873256,-0.88434744,-0.40084574,0.53859824,-0.008516514,0.06542658,0.1835734,0.005499097,-0.30389655,0.9710638,0.39849648,0.54472196,-0.1945194,-0.15318239,1.1017292,-0.5942821,-0.9716043,0.123963214,-0.75973374,4.1464105,1.6781251,False
2019-01-01,4.812,4.948021,4.652125,4.658539,4.8140316,4.7786083,-0.49708518,-0.04127871,-0.20069432,-0.54384637,-0.3900324,-3.1206186,-0.9089086,-0.7653976,-0.41068193,0.5293529,-0.011265175,0.116892025,0.15888171,0.0056340373,-0.29867998,1.2844698,0.7119593,0.47145367,-0.19929263,-0.15055293,1.4573067,-1.0617524,-0.8409179,0.1270051,-0.7466925,4.1585855,1.6766279,False
2020-01-01,4.272,4.8676634,4.6973076,4.4848285,4.359573,4.583897,-0.6913431,-0.001987577,-0.18259345,-0.82040316,-0.5848568,-2.2871392,-0.911946,-0.92343557,-0.5720941,0.536972,-0.008256383,0.11728266,0.19168733,0.007848408,-0.30297893,0.9414034,0.71433854,0.56879866,-0.27762148,-0.15271987,1.0680777,-1.0653007,-1.0145493,0.17692247,-0.75743973,4.1707606,1.6741602,False
2021-01-01,4.65,4.862755,4.5069942,4.4015236,4.6310205,4.2862763,-0.8011711,-0.18476684,-0.10863461,-0.7790015,-0.6397737,-1.5827272,-0.93136525,-1.0599903,-0.38867778,0.7431036,-0.0057135145,0.11978011,0.22003345,0.005332168,-0.41928586,0.6514623,0.7295498,0.6529108,-0.1886146,-0.21134564,0.7391224,-1.0879855,-1.1645775,0.12020023,-1.0482041,4.1829686,1.678813,False
2022-01-01,4.456,4.240158,4.481973,4.3699093,4.702515,4.547167,-1.2106643,-0.0565269,0.01423113,-0.73218364,-0.61737454,-3.3796852,-1.0625454,-1.190184,-0.3773696,0.56286657,-0.012200384,0.13665082,0.24705912,0.0051770345,-0.31758958,1.3911035,0.83230495,0.7331048,-0.18312708,-0.16008452,1.5782888,-1.2412254,-1.3076171,0.11670314,-0.793966,4.1951437,1.6781716,False
2023-01-01,,4.462367,3.9070024,4.3911834,4.578353,4.442861,-0.97043073,-0.4693347,-0.035056993,-0.89899844,-0.71382785,-3.6085956,-1.2000622,-1.1431526,-0.34978545,0.5775137,-0.013026732,0.15433642,0.23729633,0.004798615,-0.32585403,1.4853247,0.94002354,0.7041354,-0.16974124,-0.16425031,1.6851884,-1.401867,-1.2559452,0.10817262,-0.81462693,4.207319,1.6765882,True
2024-01-01,,,4.359894,4.026574,4.3144417,4.1993966,,0.114158474,-0.030534383,-1.094267,-0.8709403,,-1.3117903,-1.4402897,-0.4172368,0.65383726,,0.16870545,0.29897624,0.005723962,-0.36891854,,1.0275415,0.8871597,-0.20247352,-0.18595745,,-1.5323836,-1.5824002,0.12903222,-0.92228705,4.2194934,1.6741693,True
2025-01-01,,,,3.4550524,4.093682,3.440866,,,-0.5374802,-1.5830585,-1.1850259,,,-1.5041554,-0.20113876,1.0201795,,,0.3122335,0.0027593698,-0.5756221,,,0.9264984,-0.0976071,-0.29014865,,,-1.6525675,0.062203005,-1.4390408,4.231702,1.6788222,True
2026-01-01,,,,,4.056681,3.720444,,,,-1.6279373,-1.2835524,,,,-0.20433936,0.7291218,,,,0.002803278,-0.41139677,,,,-0.09916026,-0.20736907,,,,0.06319281,-1.0284817,4.2438765,1.6782454,True
2027-01-01,,,,,,3.4040666,,,,,-1.3053277,,,,,0.9715558,,,,,-0.54818684,,,,,-0.27631956,,,,,-1.3704532,4.2560515,1.6767465,True
