metric,value
mean,7.500734255927455e-08
std,5.4987518524285406e-05
skewness,39.418915243342724
excess_kurtosis,7420.994061055676
JB_stat,427372920387.37994
JB_p,0.0
ARCH_stat,0.7785217381206448
ARCH_p,0.9999460723571166
Hurst,0.49948241462439547
t_df,1.988223097230812
t_loc,7.61298624767204e-08
t_scale,1.927938410581236e-05
