metric,value
mean,-2.2952926670427587e-08
std,4.690878267865628e-05
skewness,0.24560304414782816
excess_kurtosis,29.03858709749153
JB_stat,6522922.387955795
JB_p,0.0
ARCH_stat,10030.69748847991
ARCH_p,0.0
Hurst,0.5064824228598566
t_df,1.9882226775323582
t_loc,7.725272948020199e-08
t_scale,1.9277110368732042e-05
