country_code,country_name,year,Electricity production from hydroelectric sources (% of total),Energy use (kg of oil equivalent per capita),Forest area (% of land area),Fossil fuel energy consumption (% of total),GDP growth (annual %),GDP per capita (current US$),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Population growth (annual %),"Population, total",Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Trade (% of GDP),Urban population (% of total population)
UNI,United States,1993,8.88405525198752,7708.10161116809,33.0578799339663,77.93625216653206,2.7517958662618,26387.2937338171,13.8889589603847,1.31867999977741,259919000.0,10.4235946624141,4.3,20.0446187019752,76.488
UNI,United States,1994,8.18708281571413,7755.08252133275,33.0697371753998,77.8846226774069,4.02902272603258,27694.853416234,13.7837227213961,1.2262960888682,263126000.0,9.68660706188543,4.1,21.0554591617453,76.875
UNI,United States,1995,9.43174896164667,7760.89035266192,33.0815944168334,76.9281654884942,2.68443073360764,28690.8757013347,13.6705580971134,1.19078709090209,266278000.0,10.7295021878142,4.7,22.4533816490568,77.257
UNI,United States,1996,10.2447578502386,7841.59288605808,33.0934516582669,76.7726260659743,3.77277269138068,29967.7127181749,13.5247584523913,1.16341161998189,269394000.0,11.5002575453723,4.8,22.6870719902412,77.636
UNI,United States,1997,9.70014560292158,7825.23663798017,33.1053088997004,78.2678356649138,4.44712793805328,31459.1299691554,13.3350220125644,1.20396029701272,272657000.0,10.9020998840369,4.5,23.4283278026178,78.008
UNI,United States,1998,8.40832593436504,7800.439490719,33.1171661411339,78.4596020619225,4.48313335029331,32853.6725949234,13.1267590926874,1.16571452642589,275854000.0,9.54340294411497,4.5,22.8258939797637,78.377
UNI,United States,1999,7.74320990948599,7920.05392329598,33.1290233825675,78.0147452477822,4.78842504949371,34515.3813073394,12.9253800078151,1.14834004729055,279040000.0,9.0136338048984,5.7,23.3135697296238,78.742
UNI,United States,2000,6.90868507084347,8055.14548852416,33.1301735880689,78.5097387413512,4.07758576006954,36329.9702595751,12.756295073002,1.11276899679534,282162411.0,8.81261648193646,5.4,25.1029855568536,79.057
UNI,United States,2001,5.55526378629175,7824.24393877407,33.1867556145437,79.0452343591655,0.95553834188668,37133.6203973517,12.6049538802777,0.989741382223669,284968955.0,7.42248933913917,4.7,22.9671830154975,79.234
UNI,United States,2002,7.2018355417761,7840.46095949898,33.2433376410185,78.41750052213115,1.7004473278454,37997.7424300242,12.4353763769804,0.927797485710314,287625193.0,9.20382511502992,4.8,22.2863842136065,79.409
UNI,United States,2003,7.48999697189744,7791.30391526846,33.2999196674933,78.5633144108247,2.79560596521233,39490.3023903176,12.2408284111277,0.859481712840946,290107933.0,9.4946204631135,5.3,22.6272972866813,79.583
UNI,United States,2004,7.13543173704674,7878.53717143427,33.3565016939681,78.5427101432917,3.84777169424153,41724.6411982614,12.0145758307373,0.925483968943482,292805298.0,9.21619811557572,5.5,24.4480566571904,79.757
UNI,United States,2005,6.93759826824343,7843.3910574627,33.4130837204429,78.8648237682334,3.48354993544559,44123.3996470026,11.7498844838268,0.921713167161207,295516599.0,9.12092303221335,5.8,25.6385573436769,79.928
UNI,United States,2006,7.38668875852132,7694.40657948116,33.4696657469177,78.28015602150215,2.78453963817891,46301.9876485519,11.309448518998,0.964253917136075,298379912.0,9.78948021905534,6.4,26.9752858058903,80.099
UNI,United States,2007,6.33459935662016,7756.0141894981,33.5262477733925,78.58820296942011,2.00385829909158,48050.227412195,10.6730029423263,0.951055242772428,301231207.0,8.91391202574991,6.3,28.0120155631098,80.269
UNI,United States,2008,6.45554375070537,7484.83268900712,33.6360635020585,77.9920538564418,0.113587248160997,48570.0594269601,10.0093748880401,0.945865287282592,304093966.0,9.5301997751508,6.8,29.8677875257061,80.438
UNI,United States,2009,7.12499238935919,7053.35846690965,33.6927352193296,76.63353769569144,-2.57650023225001,47194.9500893872,9.48739149036763,0.876651298802912,306771529.0,10.7806308892929,7.3,24.759527635837,80.606
UNI,United States,2010,6.53962721797539,7162.55933024159,33.7494069366007,77.00742738005785,2.69519258234851,48642.6312088213,9.27587988353719,0.846129865832117,309378227.0,10.6143983117236,7.4,28.2198829408336,80.772
UNI,United States,2011,7.92192047615993,7009.64607964907,33.7794700582241,75.97322161485405,1.56440685537306,50024.8812320773,9.36462744857706,0.79239433316435,311839461.0,12.686393699636,8.4,30.842478575914,80.944
UNI,United States,2012,6.95200738347947,6820.46062064875,33.8095331798474,76.24502409205829,2.289113386319,51708.3940614082,9.01055428019472,0.79838290137163,314339099.0,12.4129621083936,8.5,30.681839575193,81.119
UNI,United States,2013,6.73683247448954,6888.38143742637,33.8395963014708,75.24712076298664,2.11783009786468,53297.3862901595,8.74620817680451,0.756560083436754,316726282.0,13.0285802128985,8.9,29.9413062848227,81.299
UNI,United States,2014,6.48624276588338,6915.64165280321,33.8696594230942,75.26710016979735,2.52381981372621,55153.3940182967,8.5101265108009,0.796023797809134,319257560.0,13.3792940741702,9.0,29.906569337428,81.483
UNI,United States,2015,6.28026440536473,6789.64733291075,33.8997225447175,74.54601957771169,2.94555045599772,56849.4697923159,8.19074183499752,0.797904713382564,321815121.0,13.6328082889697,8.9,27.6882139340768,81.671
UNI,United States,2016,6.75868652705043,6663.4963294418,33.8997225447175,32.4718685953247,1.81945147620522,57976.628204291,7.40835009300858,0.785625485688815,324353340.0,15.2594449655463,9.3,26.4525977865465,81.862
UNI,United States,2017,7.58473022292687,6590.83509745633,33.8669264120375,31.39600151921365,2.45762230175086,60047.7190728307,7.79040584360488,0.692906252591617,326608609.0,17.2854220343839,9.7,27.1253382222874,82.058
UNI,United States,2018,7.11499071471761,6738.27272433986,33.8669264120375,31.8071309711862,2.96650506916596,62875.6661382728,7.8220065111125,0.586433075122573,328529577.0,17.1628863424875,9.9,27.4453591302618,82.256
UNI,United States,2019,7.07165236716032,6700.93033990565,33.8669264120375,31.2533244075268,2.58382533018889,65227.9565911038,7.17602147949022,0.515108555014533,330226227.0,17.938273721697,10.2,26.2584806245428,82.459
UNI,United States,2020,7.23495044533588,6141.53125755889,33.8669264120375,30.2030167301128,-2.16302913866512,64401.5074354212,7.81485752365112,0.408427566758519,331577720.0,19.9166987281584,11.0,23.0797778694073,82.664
UNI,United States,2021,6.26551543474305,6445.83409243358,33.8669264120375,30.4225387205818,6.05505293304556,71307.4017277218,,0.157317408951545,332099760.0,20.2733089261925,10.9,25.2136560307765,82.873
UNI,United States,2022,6.20787886553448,6511.68841394546,33.8669264120375,29.9890131352984,2.5123753198332,77860.9112908848,,0.575744520494521,334017321.0,,,26.891689830077,83.084
UNI,United States,2023,6.03900381332988,6363.50015820072,33.8669264120375,29.65018386138785,2.88755600905984,82304.6204272866,,0.83149318773707,336806231.0,,,24.8993631439946,83.298
