country_code,country_name,year,Electricity production from hydroelectric sources (% of total),Energy use (kg of oil equivalent per capita),Forest area (% of land area),Fossil fuel energy consumption (% of total),GDP growth (annual %),GDP per capita (current US$),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Population growth (annual %),"Population, total",Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Trade (% of GDP),Urban population (% of total population)
MEX,Mexico,2022,10.3568604134316,1525.73516114419,33.6618740193935,34.3113032736257,3.71098893117183,11402.1410374782,,0.753116988604166,128613117.0,,,88.8269347828552,81.3
MEX,Mexico,2023,5.44680226923903,1559.78994657193,33.5959176419147,38.46836842132835,3.2953909570288,13826.1306570122,,0.872178517508623,129739759.0,,,73.7695331207325,81.582
UNI,United States,1960,,,,,,3002.08929545597,,,180671000.0,,,9.19743289940048,69.996
UNI,United States,1961,,,,,2.56534349330566,3062.97411600143,,1.65773003738953,183691000.0,,,8.93820745594694,70.377
UNI,United States,1962,,,,,6.12963661392298,3241.857658528,,1.53799735825387,186538000.0,,,8.93473646354838,70.757
UNI,United States,1963,,,,,4.35728600958917,3373.3573050342,,1.43916476170683,189242000.0,,,8.96157787815685,71.134
UNI,United States,1964,,,,,5.76274690390836,3573.06354552111,,1.38904605518369,191889000.0,,,9.206547781265,71.508
UNI,United States,1965,,,,,6.49845420408693,3826.51724799466,,1.25017164562845,194303000.0,,,9.23667125440563,71.879
UNI,United States,1966,,,,,6.59534157780801,4141.64653851663,,1.1548931907552,196560000.0,,,9.57851860411219,72.247
UNI,United States,1967,,,,,2.7426663686593,4331.58115274285,,1.08888120728762,198712000.0,,,9.68692935005927,72.612
UNI,United States,1968,,,,,4.914509352349,4691.63403587259,,0.998461043585335,200706000.0,,,10.0316564933807,72.974
UNI,United States,1969,,,,,3.1224773674803,5025.09477492148,,0.977242811872469,202677000.0,,,10.0555623631933,73.333
UNI,United States,1970,,,,,0.184619362250075,5234.2966662115,,1.16500266687286,205052000.0,,,10.7582854049602,73.602
UNI,United States,1971,,,,,3.29272245024868,5609.38259952519,,1.26433369185094,207661000.0,,,10.7571790359274,73.613
UNI,United States,1972,,,,,5.25550196715072,6094.01798986165,,1.07052275237269,209896000.0,,,11.3406196496001,73.623
UNI,United States,1973,,,,,5.64567975906083,6726.35895596695,,0.954476728552297,211909000.0,,,13.0792155894304,73.633
UNI,United States,1974,,,,,-0.540550189302294,7225.69135952566,,0.913660196067714,213854000.0,,,16.4449863225396,73.643
UNI,United States,1975,,,,,-0.205619193188355,7801.45666356443,,0.985986067347125,215973000.0,,,15.5163736331565,73.653
UNI,United States,1976,,,,,5.38803390599543,8592.25353727612,,0.950220048994522,218035000.0,,,16.0488456356637,73.663
UNI,United States,1977,,,,,4.62418650861058,9452.57651914511,,1.00577199618134,220239000.0,,,16.4178946751554,73.673
UNI,United States,1978,,,,,5.53520647919645,10564.9482220275,,1.0595730803427,222585000.0,,,16.9728342289651,73.682
UNI,United States,1979,,,,,3.16598822778928,11674.1818666548,,1.10357656509899,225055000.0,,,18.3761632042836,73.692
UNI,United States,1980,,,,,-0.256775736225364,12574.7915062163,,0.959589922764484,227225000.0,,,20.1098446894226,73.738
UNI,United States,1981,,,,,2.53770126586743,13976.10539252,,0.981415437259678,229466000.0,,,19.4259131704272,73.89
UNI,United States,1982,,,,,-1.80301378017963,14433.787727053,,0.953317566163514,231664000.0,,,17.5368122809184,74.042
UNI,United States,1983,,,,,4.58379097983199,15543.8937174925,,0.914378513375149,233792000.0,,,16.6655934803103,74.194
UNI,United States,1984,,,,,7.23645316716272,17121.2254849995,,0.865817336309961,235825000.0,,,17.5224074224053,74.344
UNI,United States,1985,,,,,4.16957534780626,18236.8277265009,,0.886129040850881,237924000.0,,,16.603906126303,74.494
UNI,United States,1986,,,,,3.46265504853929,19071.2271949295,,0.924164157058979,240133000.0,,,16.8979771514343,74.644
UNI,United States,1987,,,,,3.45462966726373,20038.9410992658,,0.893829201032046,242289000.0,,,17.9735809845702,74.793
UNI,United States,1988,,,,,4.17698239554727,21417.0119305191,,0.907999040167679,244499000.0,,,19.0701007058615,74.942
UNI,United States,1989,,,,,3.67223783532349,22857.1544330056,,0.944405555428529,246819000.0,,,19.4151283860195,75.089
UNI,United States,1990,8.97775786586864,7669.4512686363,33.0223082096657,77.59401700116865,1.88596558335223,23888.6000088133,14.1040671222385,1.12965052045579,249623000.0,11.4720248205676,4.2,19.8150673537315,75.3
UNI,United States,1991,9.43742673634854,7629.84715395512,33.0341654510992,77.06780216745776,-0.108312881913292,24342.2589048189,14.0544341851405,1.33626074073779,252981000.0,10.6886172706848,4.5,19.7864481240974,75.701
UNI,United States,1992,8.35229097547362,7675.63655553518,33.0460226925328,77.35540269646876,3.52249717698845,25418.9907763319,13.9809637897444,1.38688569247935,256514000.0,9.85430746900209,4.8,19.9505945023923,76.097
