metric,value
mean,-7.413598837047175e-07
std,0.000516364409122616
skewness,-0.2421015189895975
excess_kurtosis,7.308534863030188
JB_stat,152777.00415302996
JB_p,0.0
ARCH_stat,3935.7117076878008
ARCH_p,0.0
Hurst,0.48562853976599163
t_df,1.9890694662603243
t_loc,-9.8499645149085e-07
t_scale,0.00033182227350944633
