ds,y,yhat1,yhat2,yhat3,yhat4,yhat5,ar1,ar2,ar3,ar4,ar5,lagged_regressor_population1,lagged_regressor_population2,lagged_regressor_population3,lagged_regressor_population4,lagged_regressor_population5,lagged_regressor_gdp1,lagged_regressor_gdp2,lagged_regressor_gdp3,lagged_regressor_gdp4,lagged_regressor_gdp5,lagged_regressor_energy_use1,lagged_regressor_energy_use2,lagged_regressor_energy_use3,lagged_regressor_energy_use4,lagged_regressor_energy_use5,lagged_regressor_renewable_pct1,lagged_regressor_renewable_pct2,lagged_regressor_renewable_pct3,lagged_regressor_renewable_pct4,lagged_regressor_renewable_pct5,trend,season_yearly,is_forecast
1990-01-01,6.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1991-01-01,7.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1992-01-01,7.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1993-01-01,6.728,7.0861454,,,,,-0.17086391,,,,,6.496592,,,,,-1.8346043,,,,,1.4020791,,,,,-5.8900743,,,,,1.9650884,5.117928,False
1994-01-01,6.585,6.7143426,7.060149,,,,-0.23254767,-0.23450203,,,,-0.51476496,0.22337715,,,,0.14536698,-0.025898337,,,,-0.11109534,0.07291437,,,,0.4667068,0.06358155,,,,1.8433065,5.11737,False
1995-01-01,6.65,6.6674395,6.7369766,7.312766,,,-0.27912572,-0.23825304,0.28126442,,,3.4121854,0.08029472,-0.17670584,,,-0.9635835,-0.009309366,0.023499828,,,0.73640966,0.02620966,0.23549245,,,-3.0936258,0.0228549,0.09403513,,,1.7396677,5.1155124,False
1996-01-01,6.909,6.617488,6.7474227,6.9866257,7.03709,,-0.21966343,-0.107044965,-0.27220783,-0.39176533,,2.0293708,0.04793428,-0.47706994,-1.8058906,,-0.5730839,-0.0055574975,0.06344478,-0.70974255,,0.43797395,0.015646622,0.6357819,1.322306,,-1.83991,0.013643901,0.25387582,1.8393819,,1.6704736,5.112327,False
1997-01-01,6.762,6.8970094,6.8481083,6.8512874,7.245306,7.454645,-0.006352641,-0.016275208,-0.32892188,0.054457605,0.25367633,6.879955,0.09717092,-0.46211195,-1.3186533,-0.47459486,-1.9428638,-0.01126599,0.06145554,-0.5182509,0.0187091,1.4848154,0.031718355,0.61584765,0.965542,0.35224414,-6.237646,0.027658504,0.24591582,1.3431085,0.58550835,1.6011915,5.1179104,False
1998-01-01,7.049,6.8303156,7.4457893,7.124221,7.065531,6.9888015,0.00082555914,0.14373931,-0.054391112,-0.05912101,-0.15798628,6.5237417,0.43292922,-0.5249832,-1.3134394,-0.4845923,-1.8422709,-0.05019379,0.069816686,-0.5162017,0.019103212,1.4079382,0.14131598,0.69963497,0.9617242,0.35966423,-5.9146886,0.12322796,0.27937317,1.3377978,0.5978422,1.5373833,5.1173873,False
1999-01-01,6.991,7.0254865,6.7711825,6.742985,6.5016823,6.706861,0.26672685,-0.110307164,0.260027,-0.29594246,-0.27342647,6.333974,0.1955485,0.10639579,-0.58281904,-0.38526243,-1.7886814,-0.022671882,-0.014149407,-0.22905678,0.0151875075,1.3669829,0.06383059,-0.14179161,0.42675075,0.28594166,-5.7426376,0.055660468,-0.056619193,0.5936278,0.47529882,1.4735749,5.115547,False
2000-01-01,6.85,6.931572,6.8824253,6.8679137,6.5732365,6.77032,0.28653482,0.34547654,0.21243657,-0.36819896,-0.10093698,6.1120496,0.037191313,-0.17451303,-1.2860755,-0.38402903,-1.7260113,-0.004311959,0.023208208,-0.50544727,0.015138886,1.3190879,0.012139922,0.23257013,0.9416879,0.2850262,-5.5414324,0.0105860485,0.09286822,1.3099265,0.47377717,1.3689814,5.1123624,False
2001-01-01,6.871,6.81487,6.815552,7.183035,6.943466,6.9742527,0.3286737,0.082675956,0.21538632,-0.129732,0.11693639,4.5750623,0.2469439,-0.6052982,-1.9833243,-0.4861997,-1.291974,-0.028630665,0.08049765,-0.7794767,0.019166578,0.98737895,0.08060699,0.80666924,1.4522263,0.36085728,-4.1479373,0.07028954,0.3221133,2.0201063,0.5998253,1.2457285,5.117938,False
2002-01-01,6.747,6.8907957,6.5491595,6.8879175,6.554928,6.940388,0.4119413,0.14988288,0.4067995,-0.018230462,0.20211366,8.857675,0.10544305,-0.24001262,-0.9267152,-0.48915246,-2.5013616,-0.012225062,0.0319189,-0.3642132,0.01928298,1.911642,0.03441853,0.3198602,0.67855775,0.3630488,-8.030727,0.030013062,0.12772425,0.9439017,0.6034681,1.1242273,5.1173997,False
2003-01-01,6.799,6.821746,6.7286797,6.675254,6.694168,6.627035,0.41665715,0.29457912,0.15545402,0.011868284,0.07912369,10.617691,0.20960052,-0.39994556,-1.5697505,-0.4207411,-2.9983811,-0.024301073,0.05318813,-0.6169359,0.016586121,2.2914846,0.06841743,0.53299975,1.1494,0.31227392,-9.6264305,0.059660204,0.2128336,1.5988625,0.51906896,1.0051994,5.1155243,False
2004-01-01,6.769,6.7548566,6.6331315,6.486432,6.8306427,6.8324165,0.54653376,0.18646543,0.23726393,0.28102753,0.34238997,7.8748865,0.30047813,-0.25230068,-1.5435396,-0.48517632,-2.2238274,-0.034837417,0.033553068,-0.6066347,0.019126233,1.6995391,0.09808153,0.33623624,1.130208,0.36009768,-7.139692,0.08552739,0.13426341,1.5721656,0.5985627,0.8850689,5.112347,False
2005-01-01,6.756,6.6392193,6.7672606,6.420692,6.602103,6.458865,0.61786306,0.3764824,0.3094783,0.23491265,0.14603665,6.3211718,0.36031744,-0.25971648,-1.4399192,-0.4538129,-1.7850662,-0.041775182,0.034539286,-0.5659102,0.01788985,1.36422,0.117614165,0.34611914,1.0543351,0.33681977,-5.7310305,0.10255992,0.13820978,1.4666234,0.5598696,0.734154,5.117908,False
2006-01-01,6.554,6.545624,6.766451,6.4633255,6.572527,6.3110504,0.73705834,0.33540943,0.34152672,0.24808358,0.16417083,4.01556,0.488271,-0.4216955,-1.7426304,-0.4391309,-1.1339734,-0.05661012,0.05608062,-0.68488026,0.017311068,0.8666285,0.15938054,0.56198543,1.2759857,0.32592282,-3.64067,0.13898031,0.22440794,1.7749485,0.54175645,0.58365107,5.1173687,False
2007-01-01,6.35,6.4444866,6.556552,6.3079453,6.240675,6.2922134,0.73355144,0.43385392,0.47420663,0.2954872,0.26673943,5.847297,0.3801485,-0.28001538,-1.0925431,-0.46403238,-1.6512465,-0.044074398,0.037238803,-0.4293861,0.018292714,1.2619495,0.124087386,0.3731711,0.79998004,0.34440467,-5.301397,0.10820457,0.14901197,1.112805,0.5724774,0.43884802,5.1154838,False
2008-01-01,6.209,6.218099,6.118968,6.266452,6.1631207,6.155261,0.71748877,0.32442868,0.49039358,0.31115183,0.24343012,3.4306033,0.2580455,-0.368127,-1.2389637,-0.49550718,-0.9687846,-0.029917782,0.048956625,-0.48693162,0.019533489,0.7403845,0.08423075,0.49059567,0.9071918,0.36776525,-3.110324,0.07344947,0.19590111,1.2619411,0.611308,0.29638577,5.1123457,False
2009-01-01,5.885,6.048256,6.0006227,6.255926,6.1059713,6.2050257,0.7064787,0.34881964,0.44219336,0.42143238,0.3793509,2.6944633,0.25562498,-0.5453049,-1.1598231,-0.5476695,-0.76090246,-0.029637145,0.072519235,-0.45582813,0.02158979,0.5815126,0.08344065,0.72671723,0.8492436,0.40648013,-2.4429097,0.07276049,0.29018748,1.1813327,0.67566067,0.15170002,5.1179137,False
2010-01-01,5.946,5.660832,6.028181,6.0664506,5.938784,6.0430527,0.5838163,0.378141,0.2953263,0.540577,0.3834529,-1.6748979,0.3532616,-0.6506661,-0.7724254,-0.52961165,0.47298253,-0.04095713,0.086531065,-0.30357495,0.020877928,-0.36147243,0.115311004,0.86713016,0.56558394,0.39307755,1.5185305,0.100551546,0.34625614,0.7867505,0.65338266,0.004447937,5.1174254,False
2011-01-01,5.572,5.8342843,5.4543967,5.78531,5.6802497,5.7990346,0.696503,0.19939573,0.3106213,0.6415185,0.39833653,6.0595345,0.18694687,-0.5002823,-0.17676479,-0.41878748,-1.7111812,-0.02167461,0.066531755,-0.06947126,0.016509105,1.3077542,0.061022863,0.6667166,0.1294304,0.31082392,-5.49382,0.05321212,0.26622844,0.18004301,0.5166587,-0.14004421,5.115538,False
2012-01-01,5.59,5.632099,5.536989,5.535797,5.4978743,5.542288,0.5425951,0.5094173,0.21762139,0.58761084,0.27752876,7.961529,0.10119268,-0.44286135,-0.09500103,-0.38261956,-2.2482946,-0.011732275,0.058895435,-0.037336852,0.015083323,1.718238,0.033031132,0.59019274,0.06956148,0.2839801,-7.218245,0.02880325,0.23567149,0.09676287,0.4720383,-0.23609257,5.1123695,False
2013-01-01,5.591,5.4353704,5.471901,5.5958676,5.628796,5.450434,0.6316358,0.114598356,0.29488984,0.60409784,0.27144095,0.680097,0.3824335,-0.5165809,-0.6685647,-0.38753513,-0.19205585,-0.044339318,0.06869928,-0.26275614,0.015277102,0.14677688,0.12483325,0.68843734,0.48953527,0.28762844,-0.6166035,0.10885498,0.2749018,0.6809637,0.47810268,-0.33240414,5.117924,False
2014-01-01,5.067,5.5540514,5.4852405,5.2071285,5.024846,5.3259583,0.6576085,0.43450275,0.33126923,0.4937883,0.24849081,7.542843,0.23831487,-0.18182531,0.45666572,-0.37725767,-2.13006,-0.027630214,0.02418066,0.17947659,0.01487195,1.6278782,0.07779031,0.24231508,-0.334379,0.2800005,-6.838648,0.06783339,0.0967595,-0.4651349,0.46542335,-0.4229231,5.1173525,False
2015-01-01,5.116,5.059478,5.417126,5.1599407,5.092375,5.0088425,0.42147297,0.36603916,0.1931765,0.48447338,0.19674641,1.2647709,0.2989438,-0.36342323,-0.010538648,-0.20482633,-0.35716477,-0.034659527,0.048331086,-0.0041418495,0.008074501,0.27295983,0.09758069,0.4843271,0.0077165905,0.15202203,-1.1466926,0.08509066,0.193398,0.010734093,0.25269455,-0.5113745,5.1155057,False
2016-01-01,5.155,4.9698358,4.9099116,5.237975,5.152779,5.1390185,0.48602808,-0.03670074,0.45193958,0.54034996,0.35524464,-1.073278,0.2903189,-0.27407956,-0.2791822,-0.2671287,0.30308813,-0.03365956,0.03644941,-0.10972286,0.010530535,-0.23163226,0.09476537,0.36526054,0.20442231,0.19826284,0.97307736,0.08263569,0.14585319,0.28435978,0.3295571,-0.5998249,5.112377,False
2017-01-01,5.183,5.16757,5.0785284,4.876565,4.697322,4.8973856,0.50149,0.41191804,0.099547274,0.37671775,0.13821836,8.836514,0.158644,-0.34835583,0.3041675,-0.32477155,-2.4953861,-0.018393178,0.04632729,0.11954247,0.012802885,1.9070753,0.051784292,0.46424705,-0.222717,0.24104534,-8.011542,0.045156058,0.18537976,-0.3098085,0.40067115,-0.6885185,5.117938,False
2018-01-01,4.931,5.0615225,4.9830456,4.6302423,5.0089865,4.9337296,0.6049672,0.30233586,-0.02273976,0.6206504,0.36204416,4.3372736,0.22761847,-0.31326982,-0.13401136,-0.22780149,-1.2248237,-0.026390072,0.04166126,-0.05266851,0.008980208,0.93605995,0.07429881,0.4174886,0.098125555,0.1690742,-3.9323483,0.06478879,0.16670853,0.13649668,0.28103903,-0.77696896,5.1173625,False
