metric,value
mean,-2.2326504733882757e-07
std,0.00032223566086031497
skewness,0.17379028589629258
excess_kurtosis,15.964900683411095
JB_stat,690069.4364472744
JB_p,0.0
ARCH_stat,7103.376821910039
ARCH_p,0.0
Hurst,0.5079481844835376
t_df,1.9880484097311468
t_loc,1.9770805264390637e-06
t_scale,0.00015379126857087706
