metric,value
mean,1.6875871722277225e-07
std,3.947767982026562e-05
skewness,-1.0262425452612667
excess_kurtosis,75.64219764521056
JB_stat,8551951.65716425
JB_p,0.0
ARCH_stat,1435.2144312422038
ARCH_p,2.471190298174256e-302
Hurst,0.540443185679625
t_df,1.9882065389765446
t_loc,1.0701136262736253e-07
t_scale,1.5060637012231761e-05
